,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
75,126,France,"Mid-gold color. Pronounced and enticing aromas of ripe citrus and stone fruit, layered with honey and floral notes with a touch of sweet spice. Rich and creamy texture packed with sweet ripe juicy fruit, honey, spice and a twist of sage. Off-dry, deliciously smooth with fresh acidity and medium-body. An elegant wine with a long, creamy, spicy finish.",Vendages Tardives,91,48,Alsace,Alsace,,,,Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace),Gew√ºrztraminer,Pierre Sparr
76,127,France,"Attractive mid-gold color with intense aromas of ripe citrus and stone fruit, strong minerality and hints of spice. Racy with crisp acidity, juicy, rich and smooth texture with lots of concentrated, bright flavors of blood orange, peach, apricot, mango and spice. Strong minerality follows through to a long, precise, juicy finish.",Alsace One,91,13,Alsace,Alsace,,,,Pierre Sparr 2008 Alsace One White (Alsace),White Blend,Pierre Sparr
77,130,Italy,"At the first it was quite muted and subdued, but over a ten minute period it developed beautifully in the glass. The dark fruit is still dominant, but it is beginning to show some interesting tertiary aromas of earth, mushrooms and leather. Well balanced with a medium finish. Needs a few more years, but can be enjoyed now with a good deal of pleasure.",Bricco Rocche Brunate,91,70,Piedmont,Barolo,,,,Ceretto 2003 Bricco Rocche Brunate  (Barolo),Nebbiolo,Ceretto
78,131,France,"Attractive mid-gold color. Compelling layers of tangy citrus and stone fruit aromas with notes of honey and earthy minerality. Intense flavors of honey, tangy orange citrus, sweet peach and apricot that are both rich and juicy.  Crisp acidity provides a perfect balance for the slight sweetness on the finish. Taut and focused.",Gentil,91,20,Alsace,Alsace,,,,Dopff & Irion 2008 Gentil White (Alsace),Alsace white blend,Dopff & Irion
79,135,Italy,"The color is just beginning to show signs of browning at the edge, but the wine is still fresh and vibrant. The nose is complex, showing licorice, summer fruits, caramel and roses. On the palate, it is soft and pleasant, but lacks some concentration.  At its peak, but will drink well for a few years.",Sorano,91,60,Piedmont,Barolo,,,,Giacomo Ascheri 2001 Sorano  (Barolo),Nebbiolo,Giacomo Ascheri
80,138,France,"Mid-gold color. Very mineral driven with subtle aromas of bruised apple and stone fruit compote. Crisp, fairly taut palate showing strong minerality and ripe flavors of red apple, cantaloupe, sweet nectarine and spice. Taut and precise texture with a long, slightly austere finish.",Crustac√©s,90,10,Alsace,Alsace,,,,Dopff & Irion 2008 Crustac√©s White (Alsace),Alsace white blend,Dopff & Irion
81,139,France,"Beautiful deep gold color. Intense, concentrated nose with vibrant aromas of honey, citrus marmalade and savory botrytis notes. Deliciously sweet and succulent, yet balanced by good acidity.  Packed with flavors of sweet ultra-ripe stone and tropical fruit, with honey and botrytis notes following through. Strong minerality prevails to a long, complex finish.",Cuv√©e Jer√©my S√©lection de Grains Nobles,90,112,Alsace,Alsace,,,,Kuentz-Bas 2007 Cuv√©e Jer√©my S√©lection de Grains Nobles Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
82,140,Italy,"A big, fat, luscious wine with plenty of toasty oak, dark jammy fruit and spices. The palate showed the same lushness; with the fruit front and center with surprising length.  A delicious, rather hefty effort short on finesse but long on flavor.",Costa Bruna,90,26,Piedmont,Barbera d'Alba,,,,Poderi Colla 2005 Costa Bruna  (Barbera d'Alba),Barbera,Poderi Colla
83,141,Italy,"This is one of the more complex wines from the 2003 vintage. The nose has aromas of blackberry liquer, smoked meat, truffle and road tar. On the palate the fruit seems a little heavier and more roasted, but still melds well with its earthy, mushroomy flavors. Medium finish.",Vigna dei Pola,90,45,Piedmont,Barolo,,,,Giacomo Ascheri 2003 Vigna dei Pola  (Barolo),Nebbiolo,Giacomo Ascheri
84,143,France,"Rich gold in color. Broad, layered aromas of very ripe fruit with hints of sweet smoke, brown sugar, honey and a savory earthy minerality. Full-bodied, bone dry, but richly textured with crisp acidity and a wide palette of flavors, ripe stone fruit, a creamy savory earthiness, sage and a balsamic kick on the finish. Very long length, slightly warm but with a lingering savory, mineral finish.",Hunawihr Clos Windsbuhl,90,84,Alsace,Alsace,,,,Domaine Zind-Humbrecht 2007 Hunawihr Clos Windsbuhl Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
85,144,US,"Thick and brooding, this dark, sweetly tannic wine also offers higher-toned elements of cedar, dried herb and graphite. It finds its balance amid a full-bodied density of fruit concentration and girth of structure. Drink now through 2023.",K Block,91,85,California,Spring Mountain District,Napa,Virginie Boone,@vboone,Terra Valentine 2013 K Block Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Terra Valentine
86,145,US,"Cooked cranberry is spiced with anise, peppercorn and roasted beef slices on this bottling from a vineyard planted by three brothers who are longtime Salinas Valley farmers. The palate shows dark cranberry and raspberry, spiced up by chopped sage, thyme and bay leaf.",Guidotti Vineyard,91,64,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2013 Guidotti Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa
87,146,US,"There's a touch of hot asphalt, pencil lead and miso on the nose of this first vintage from a promising, well-funded project, with dark elderberry fruit and dried dill rounding out the aromas. The palate blends a gamy beef quality with oregano, marjoram, cooked strawberry, baked blackberry and a sesame-oil character.",Family Reserve,91,68,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Vincent Vineyards 2010 Family Reserve Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Vincent Vineyards
88,147,US,"Black cherry, black plum and black currant are integrated well into the fresh dill and smoke scents on the nose of this wine from one of the region's newest properties. It discloses a rich dark-chocolate sauce character on the palate as well as black-currant-jelly flavors, but most impressive is the lush, sexy and soft mouthfeel.",Family Reserve,91,68,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Vincent Vineyards 2012 Family Reserve Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Vincent Vineyards
89,149,US,"Smashed blackberry and blueberry fruit are enhanced by burned caramel, heavy slate and touches of soy and smoke on the nose. There's great depth in both body and flavors once sipped, with a layer of fine-grained tannins revealing teriyaki, black plum, boysenberry and touches of lavender.",Destruction Level,91,35,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2013 Destruction Level Red (Monterey),Rh√¥ne-style Red Blend,Wrath
90,150,US,"This wine shows off Yountville fruit at its finest, starting with a floral component to the nose. Spicy, bright and lifted, it coats the palate in ripe berry and cherry, ending with a snap of vanilla.",Ruth's Reach,91,25,California,Napa Valley,Napa,Virginie Boone,@vboone,Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Yardstick
91,152,US,"From a promising new project, the nose of this wine is linear and focused, with black raspberry, black licorice, cola, wet sagebrush and rain-on-slate scents. The tactile acidity once sipped creates a fascinating soft buzz on the tongue, with flavors of dried mint, brisk raspberry and cherry tomato. Camphor and eucalyptus add intrigue on the finish.",Estate Reserve,91,55,California,Carmel Valley,Central Coast,Matt Kettmann,@mattkettmann,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),Pinot Noir,Albatross Ridge
92,153,US,"Dark and thick in the glass, this wine shows strong but not bitter tar notes on the nose plus charred beef in a blueberry glaze, wet campfire, bourbon barrel and vanilla. The structure is massive now, gooey with thick tannins and flavors of espresso bean and condensed purple flowers. Judicious acidity ensures strong cellaring potential. Drink 2018‚Äì2027.",Old 900,91,46,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Alta Colina 2012 Old 900 Syrah (Paso Robles),Syrah,Alta Colina
93,154,Spain,"Ripe aromas of raisin, black plum and horsehide are pointy and peppery. On the palate, this Graciano is bold and energetic, with lifting acidity. Loud berry flavors come with strong accents of dark chocolate and bitter espresso, while the finish is long but just moderate in complexity. Drink through 2020.",Single Vineyard Estate Bottled,91,50,Central Spain,Dominio de Valdepusa,,Michael Schachner,@wineschach,Marques de Gri√±on 2010 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa),Graciano,Marques de Gri√±on
94,158,Italy,"Baked plum, Asian spice, vanilla and menthol aromas carry the nose. The elegantly structured palate offers fleshy black cherry, licorice, mint and well-integrated French oak alongside fine-grained tannins that lend firm, polished support. A coffee note marks the finish.",Bellezza Gran Selezione,91,38,Tuscany,Chianti Classico,,Kerin O‚ÄôKeefe,@kerinokeefe,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),Sangiovese,Castello di Gabbiano
95,161,US,"A hearty blend of 76% Zinfandel and 24% Petite Sirah, this bottling packs a wallop of cinnamon-stick on the nose as well as strawberry puree, licorice and black pepper. Clove, allspice, and nutmeg arise immediately on the sip, backed by baked plum and bay leaf notes.",Mr. Nibbles,91,35,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Chronic Cellars 2013 Mr. Nibbles Red (Paso Robles),Red Blend,Chronic Cellars
96,162,US,"More complex than the winery's appellation blend, yet also requiring time to reach full potential, this shows delicate lemon slices, honeysuckle, surf wax, pink grapefruit and a touch of coconut on the nose. The palate is grippy in texture and sizzling with mouthwatering acidity, offering lemon rind, grapefruit spritz and petrol flavors. Expect inviting nut and honey-dust flavors to emerge. Drink 2018‚Äì2034.",Claiborne Vineyard,91,28,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Claiborne & Churchill 2014 Claiborne Vineyard Riesling (Edna Valley),Riesling,Claiborne & Churchill
97,166,France,"Of course, this 90% Tannat wine is still very young. But it's impressive, rich and concentrated and promises to age well. It is dense with both tannins and fruit, black plum and berry flavors dominating, cut by acidity. It will be ready to drink from 2019.",Charles de Batz,91,25,Southwest France,Madiran,,Roger Voss,@vossroger,Domaine Berthoumieu 2013 Charles de Batz Tannat-Cabernet (Madiran),Tannat-Cabernet,Domaine Berthoumieu
98,168,US,"A fairly elegant expression of the variety, this wine is bright in cherry kirsch and pretty aromas of rose petal and lavender, structured to age and enjoy with food. Rector Creek Vineyard is just north of Yountville and planted in rocky alluvial soils. Drink now through 2022.",Rector Creek Vineyard,91,95,California,Napa Valley,Napa,Virginie Boone,@vboone,Duckhorn 2012 Rector Creek Vineyard Merlot (Napa Valley),Merlot,Duckhorn
99,169,US,"This wine is put together from multiple vineyard sources, including the well-known Morelli Lane and Widdoes, all farmed by the Duttons. Larger in production than many of the vineyard-designates, it offers baked bread and juicy overtones of cranberry-raspberry layered atop luxuriously toasted oak. It'll show well at the table.",Dutton Ranch,91,44,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield
100,175,Italy,"Crisp and fresh with enduring aromas of tomato leaf, citrus, pink grapefruit and white stone, this is textbook Sauvignon from the mountainous Alto Adige region of Italy. Pair it with appetizers or lightly spicy foods.",De Silva,88,25,Northeastern Italy,Alto Adige,,,,Tenuta Peter S√∂lva & S√∂hne 2007 De Silva Sauvignon (Alto Adige),Sauvignon,Tenuta Peter S√∂lva & S√∂hne
101,178,US,"Black as a moonless night, dense in structure, tannic, bone dry and super-peppery, this Syrah isn't offering much relief right now. In all likelihood it will emerge from its cocoon in a few years to offer a wealth of ripe blackberry, currant and carob fruit.",Jack London Vineyard,88,25,California,Sonoma Valley,Sonoma,,,Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley),Syrah,Kenwood
102,179,France,"The impact of 50-year old vines is seen in the concentrated fruit, ripe and full,  in this wine. The flavors are of fresh apricots, edged with green apples and pink grapefruit, a combination that shows both richness and great freshness. The finish is a reminder of the fine acidity in 2006.",Les V√©n√©rables Vieilles Vignes,88,27,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2006 Les V√©n√©rables Vieilles Vignes  (Chablis),Chardonnay,La Chablisienne
103,180,US,"This is a strong, oaky Chardonnay. It's crisp in acidity and forward in pineapple jam, lemon custard and vanilla meringue flavors. If you like the ripe, California style, it's for you.",Lucia Highland Vineyard,88,23,California,Santa Lucia Highlands,Central Coast,,,Manzoni 2006 Lucia Highland Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Manzoni
104,181,US,"Crisp, coastal acidity dominates this wine, making it mouth-wateringly tart. May be too much for some folks, but it's quite elegant, with good cherry, black raspberry and cola flavors enriched with a touch of smoky oak.",Mission Ranch,88,36,California,Arroyo Seco,Central Coast,,,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),Pinot Noir,McIntyre Vineyards
105,186,US,"This is a very rich Pinot whose primary virtue is fruit. It just explodes with delicious cherry jam, red currant, licorice and mocha flavors. Dry and crisply acidic, it's a beautiful wine for early drinking.",Wiley Vineyard,88,40,California,Anderson Valley,,,,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Harrington
106,187,Italy,"This is a luminous, mature red wine with thick concentration and huge‚Äîalmost too much‚Äîemphasis on toasted oak. Aromas recall vanilla, spice and coffee, although you will find blueberry and cherry on the finish: It is a blend of Nero d'Avola, Cabernet Sauvignon and Merlot.",Montenero,88,48,Sicily & Sardinia,Sicilia,,,,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),Red Blend,Abbazia Santa Anastasia
107,190,Italy,"Chocolate, espresso, plum and black currant are backed by smoky nuances and natural rubber. This muscular wine offers polished tannins and firm structure to the end. A bit of wine from the 2005 and 2006 vintages is blended in.",Campole,87,26,Southern Italy,Campania,,,,Fattoria Alois 2007 Campole Red (Campania),Red Blend,Fattoria Alois
